attendance_percentage,assignment_marks,previous_sem_sgpa,cgpa,backlogs,ia1,ia2,avg_ia,pass_probability,risk_level
77.7,7.0,8.18,8.35,0,40.8,47.0,43.9,92.86,Low
60.3,8.0,5.89,6.07,1,20.8,26.9,23.8,59.06,Medium
79.4,8.2,7.62,7.79,2,43.6,49.8,46.7,83.87,Low
67.3,8.0,7.94,8.12,0,40.7,46.9,43.8,85.01,Low
52.6,5.5,7.33,7.5,2,37.3,43.5,40.4,71.31,Medium
46.2,6.0,7.57,7.74,1,27.4,33.5,30.4,65.75,Medium
65.4,6.0,5.56,5.73,4,22.9,29.1,26.0,61.06,Medium
58.7,5.5,6.38,6.55,1,16.5,22.6,19.6,62.53,Medium
20.0,2.7,3.0,3.18,2,23.8,30.0,26.9,33.89,High
65.3,7.8,6.76,6.94,2,34.1,40.3,37.2,67.97,Medium
97.4,10.0,9.59,9.76,0,46.0,50.0,48.0,99.5,Low
87.5,9.6,9.26,9.44,0,46.1,50.0,48.1,90.97,Low
27.1,5.3,3.86,4.03,1,21.0,27.2,24.1,53.67,High
99.8,8.8,6.55,6.73,1,28.2,34.4,31.3,84.73,Low
95.3,9.6,10.0,10.0,1,44.5,50.0,47.2,99.5,Low
65.0,6.2,7.96,8.14,0,35.7,41.9,38.8,85.45,Low
62.8,8.2,8.13,8.3,0,32.2,38.4,35.3,79.62,Low
41.1,4.4,4.36,4.54,3,15.4,21.5,18.5,41.85,High
68.7,7.6,7.46,7.63,0,37.4,43.6,40.5,71.43,Medium
47.1,4.0,4.23,4.41,2,24.1,30.3,27.2,49.19,High
77.5,7.7,7.2,7.38,0,28.5,34.7,31.6,85.39,Low
25.2,4.1,6.04,6.22,3,20.5,26.7,23.6,45.45,High
93.2,7.3,7.41,7.58,1,45.6,50.0,47.8,85.29,Low
87.2,10.0,8.13,8.31,0,35.4,41.5,38.4,87.93,Low
67.5,3.3,6.47,6.64,0,24.7,30.9,27.8,69.01,Medium
37.9,6.2,5.92,6.1,0,14.7,20.8,17.8,63.41,Medium
22.1,1.9,3.0,3.18,2,22.3,28.4,25.4,31.7,High
51.9,6.5,6.11,6.29,1,31.1,37.3,34.2,61.46,Medium
60.6,9.4,5.36,5.54,1,23.1,29.3,26.2,71.67,Medium
42.3,2.8,4.23,4.4,1,21.5,27.6,24.6,52.12,High
71.1,6.6,8.56,8.74,0,29.4,35.6,32.5,80.6,Low
50.2,6.0,5.31,5.49,1,22.9,29.1,26.0,65.64,Medium
37.0,3.8,5.95,6.13,2,14.6,20.8,17.7,46.31,High
58.1,7.1,5.95,6.12,2,21.8,28.0,24.9,65.65,Medium
81.6,7.9,10.0,10.0,0,50.0,50.0,50.0,95.78,Low
71.4,8.7,8.11,8.29,4,34.0,40.2,37.1,76.57,Low
81.3,4.7,6.49,6.67,3,36.2,42.3,39.2,60.89,Medium
77.7,5.3,8.37,8.55,0,33.4,39.6,36.5,81.29,Low
61.0,4.5,4.52,4.7,1,29.4,35.6,32.5,62.26,Medium
63.2,4.7,5.24,5.42,2,27.1,33.3,30.2,59.61,Medium
73.0,9.2,6.83,7.01,0,35.5,41.7,38.6,85.22,Low
59.5,3.9,5.77,5.95,1,30.4,36.6,33.5,67.61,Medium
58.4,6.1,6.11,6.28,1,50.0,50.0,50.0,68.91,Medium
69.0,6.1,5.41,5.58,1,31.8,38.0,34.9,70.29,Medium
75.3,6.8,5.81,5.98,1,34.2,40.4,37.3,68.6,Medium
84.8,5.6,7.43,7.6,3,43.5,49.7,46.6,77.07,Low
20.0,4.7,3.0,3.18,0,24.2,30.4,27.3,47.61,High
86.6,7.4,8.91,9.09,2,32.7,38.9,35.8,80.85,Low
20.0,1.3,3.0,3.18,2,5.0,11.2,8.1,33.11,High
69.9,5.5,5.68,5.85,3,27.1,33.3,30.2,59.8,Medium
88.5,9.5,7.84,8.01,0,39.8,46.0,42.9,87.95,Low
66.3,6.9,6.27,6.45,2,29.0,35.2,32.1,70.05,Medium
56.7,3.1,4.36,4.54,1,12.4,18.6,15.5,48.06,High
61.0,4.5,4.13,4.31,2,34.5,40.7,37.6,54.37,High
93.1,8.2,8.79,8.96,0,32.8,39.0,35.9,94.32,Low
21.1,4.6,3.77,3.94,2,16.3,22.4,19.4,41.26,High
80.2,7.1,8.57,8.75,0,50.0,50.0,50.0,84.87,Low
57.0,9.5,8.89,9.06,1,33.3,39.5,36.4,84.71,Low
55.0,3.7,4.65,4.82,2,17.0,23.2,20.1,49.94,High
59.8,5.8,5.56,5.73,2,19.6,25.8,22.7,54.22,High
36.8,3.4,4.69,4.87,2,23.7,29.9,26.8,40.22,High
80.8,6.5,7.4,7.57,0,36.1,42.2,39.2,84.83,Low
65.5,6.8,8.66,8.84,0,41.7,47.8,44.8,81.76,Low
38.2,2.5,3.26,3.44,1,9.6,15.8,12.7,36.59,High
44.6,5.5,5.6,5.78,1,36.3,42.4,39.4,65.29,Medium
58.6,4.0,4.85,5.02,2,27.5,33.7,30.6,59.43,Medium
93.8,10.0,8.11,8.29,0,46.3,50.0,48.2,91.69,Low
64.1,3.4,3.0,3.18,4,32.6,38.8,35.7,50.65,High
100.0,8.3,9.11,9.29,1,44.6,50.0,47.3,99.5,Low
63.2,6.2,7.53,7.71,1,28.6,34.8,31.7,77.52,Low
56.4,6.2,5.0,5.18,2,20.3,26.5,23.4,61.21,Medium
42.5,5.9,7.05,7.23,3,26.9,33.1,30.0,61.58,Medium
44.7,5.3,6.11,6.29,2,26.5,32.7,29.6,57.59,Medium
49.7,2.6,5.1,5.28,2,17.4,23.5,20.4,50.35,High
48.0,5.4,8.66,8.83,1,20.6,26.8,23.7,71.21,Medium
46.8,2.9,4.63,4.8,3,19.6,25.8,22.7,42.4,High
20.7,4.9,3.15,3.33,3,18.0,24.2,21.1,34.43,High
62.6,6.9,6.14,6.32,1,31.7,37.9,34.8,64.51,Medium
26.6,2.5,5.12,5.3,2,27.1,33.3,30.2,48.89,High
59.5,4.7,5.52,5.7,1,41.3,47.5,44.4,67.28,Medium
52.7,4.1,4.67,4.85,0,31.6,37.8,34.7,58.56,Medium
67.2,4.1,5.85,6.02,2,36.3,42.5,39.4,68.09,Medium
100.0,10.0,9.47,9.64,0,50.0,50.0,50.0,97.78,Low
61.3,6.5,7.38,7.55,2,46.4,50.0,48.2,72.62,Medium
69.7,10.0,7.59,7.77,0,49.0,50.0,49.5,89.98,Low
24.4,5.5,3.61,3.79,1,25.6,31.7,28.6,50.85,High
60.9,7.5,6.2,6.37,3,33.4,39.6,36.5,63.0,Medium
77.6,8.1,5.83,6.0,0,34.4,40.6,37.5,77.48,Low
75.3,4.5,5.2,5.38,2,25.0,31.2,28.1,58.98,Medium
77.2,9.2,7.93,8.1,0,39.4,45.5,42.4,86.33,Low
44.9,4.3,7.33,7.51,0,28.1,34.3,31.2,68.13,Medium
57.4,8.6,6.45,6.63,3,26.5,32.7,29.6,66.91,Medium
60.2,6.4,5.27,5.44,2,27.7,33.9,30.8,62.55,Medium
74.6,7.4,5.84,6.01,1,18.9,25.1,22.0,68.81,Medium
56.6,5.9,6.89,7.06,1,40.6,46.8,43.7,68.6,Medium
74.3,8.8,6.02,6.2,0,30.2,36.3,33.2,77.39,Low
57.8,4.4,5.69,5.86,0,35.2,41.4,38.3,69.14,Medium
65.4,8.1,5.85,6.03,1,38.0,44.1,41.1,75.02,Low
81.6,7.4,8.21,8.39,1,40.2,46.4,43.3,82.28,Low
71.9,5.2,7.78,7.95,2,46.1,50.0,48.1,80.68,Low
63.3,5.6,6.67,6.84,1,24.6,30.7,27.6,63.11,Medium
84.9,3.8,6.21,6.39,1,47.1,50.0,48.6,74.24,Medium
73.4,9.1,8.36,8.54,0,48.4,50.0,49.2,88.73,Low
67.0,4.9,6.7,6.88,0,33.5,39.6,36.6,68.76,Medium
55.3,6.5,6.66,6.84,4,41.4,47.5,44.5,64.03,Medium
87.6,8.6,7.96,8.14,0,26.7,32.9,29.8,85.64,Low
100.0,8.7,9.73,9.91,0,46.4,50.0,48.2,93.92,Low
38.4,4.1,3.79,3.96,2,32.7,38.9,35.8,48.46,High
86.2,6.3,7.98,8.15,0,27.5,33.7,30.6,75.97,Low
38.4,3.0,4.26,4.44,3,21.8,28.0,24.9,51.47,High
66.5,10.0,5.56,5.74,1,39.6,45.8,42.7,75.34,Low
100.0,10.0,7.87,8.05,0,50.0,50.0,50.0,96.14,Low
80.2,7.3,8.46,8.63,2,27.1,33.3,30.2,79.42,Low
73.1,6.2,8.46,8.63,0,46.7,50.0,48.4,88.41,Low
58.1,5.8,4.71,4.88,0,25.3,31.5,28.4,65.7,Medium
72.8,7.0,6.94,7.12,0,31.1,37.3,34.2,71.75,Medium
66.0,5.8,6.01,6.19,0,23.3,29.5,26.4,72.81,Medium
55.2,6.2,5.23,5.4,0,19.7,25.9,22.8,66.53,Medium
56.7,5.0,6.58,6.76,3,34.4,40.5,37.5,63.17,Medium
88.3,5.8,5.97,6.15,2,27.9,34.1,31.0,69.71,Medium
44.5,6.0,4.5,4.68,0,32.7,38.8,35.8,50.02,High
58.6,3.8,5.16,5.33,0,22.5,28.7,25.6,56.37,Medium
41.7,5.5,4.36,4.53,1,13.9,20.1,17.0,52.52,High
92.2,7.4,6.45,6.63,0,33.6,39.8,36.7,85.6,Low
68.2,5.2,8.44,8.61,1,41.0,47.2,44.1,82.56,Low
64.6,7.3,6.82,6.99,2,34.0,40.2,37.1,71.03,Medium
74.7,6.1,8.06,8.24,1,42.4,48.6,45.5,88.51,Low
72.7,7.9,7.2,7.38,2,39.6,45.8,42.7,80.63,Low
60.9,7.1,7.35,7.53,4,44.9,50.0,47.5,69.19,Medium
68.4,9.9,8.07,8.25,0,34.4,40.6,37.5,92.34,Low
44.9,8.1,5.8,5.98,0,25.9,32.1,29.0,62.25,Medium
61.4,4.4,4.64,4.82,5,30.0,36.2,33.1,45.53,High
100.0,7.7,10.0,10.0,0,50.0,50.0,50.0,98.81,Low
45.4,5.0,6.09,6.26,2,19.9,26.1,23.0,54.05,High
67.5,4.0,4.55,4.73,2,22.1,28.3,25.2,54.68,High
62.3,10.0,6.29,6.46,2,32.7,38.8,35.7,74.38,Medium
80.3,7.2,7.39,7.57,0,34.7,40.9,37.8,81.85,Low
37.1,5.7,3.73,3.91,1,16.7,22.9,19.8,48.46,High
100.0,8.3,7.4,7.58,0,48.5,50.0,49.2,91.93,Low
73.9,6.4,7.51,7.68,3,22.0,28.1,25.1,60.51,Medium
39.0,4.9,4.34,4.52,1,13.5,19.7,16.6,43.8,High
79.0,10.0,9.86,10.0,0,41.8,47.9,44.9,94.74,Low
84.7,8.3,7.89,8.07,4,38.1,44.3,41.2,74.67,Medium
43.9,3.2,4.92,5.09,0,13.1,19.2,16.2,51.74,High
96.5,10.0,9.63,9.81,0,44.9,50.0,47.4,99.5,Low
91.9,7.5,5.53,5.71,1,36.8,43.0,39.9,76.44,Low
60.3,6.1,5.76,5.94,0,31.2,37.3,34.3,64.27,Medium
95.9,5.5,9.39,9.57,0,48.6,50.0,49.3,91.83,Low
80.3,8.0,7.4,7.57,2,30.7,36.9,33.8,82.81,Low
75.6,6.9,5.14,5.32,0,44.1,50.0,47.1,80.7,Low
55.2,5.8,5.63,5.81,2,31.8,38.0,34.9,64.29,Medium
75.0,7.2,6.78,6.95,0,33.3,39.5,36.4,72.6,Medium
58.7,6.8,7.82,8.0,2,38.7,44.9,41.8,75.42,Low
57.7,6.3,6.81,6.98,1,35.0,41.2,38.1,72.4,Medium
57.8,6.1,6.13,6.3,0,35.8,42.0,38.9,71.12,Medium
68.8,7.9,7.98,8.16,0,30.9,37.1,34.0,78.98,Low
67.6,6.4,7.09,7.27,2,38.8,45.0,41.9,72.06,Medium
55.7,5.9,5.31,5.48,3,23.0,29.1,26.0,53.76,High
31.1,4.2,3.98,4.16,0,31.9,38.1,35.0,49.38,High
75.2,7.1,10.0,10.0,0,47.8,50.0,48.9,97.96,Low
25.7,2.7,3.0,3.18,3,13.3,19.4,16.4,36.62,High
64.5,5.2,6.67,6.85,1,33.9,40.1,37.0,69.59,Medium
74.2,6.3,6.8,6.97,1,33.5,39.7,36.6,75.74,Low
99.3,6.9,9.7,9.88,0,43.9,50.0,46.9,98.73,Low
62.5,4.5,6.4,6.58,0,41.6,47.7,44.7,81.31,Low
97.2,5.1,8.53,8.7,0,40.2,46.3,43.2,92.38,Low
46.3,5.9,4.25,4.43,1,27.8,34.0,30.9,59.21,Medium
69.9,9.2,8.42,8.6,0,31.7,37.9,34.8,84.82,Low
84.2,7.9,7.87,8.04,1,31.8,38.0,34.9,80.59,Low
51.0,6.9,7.13,7.31,3,34.0,40.1,37.1,71.07,Medium
87.9,10.0,6.66,6.84,0,36.7,42.9,39.8,87.48,Low
40.0,5.7,5.34,5.52,1,33.2,39.4,36.3,57.33,Medium
79.9,6.2,6.79,6.97,2,27.5,33.6,30.5,73.03,Medium
94.3,7.5,8.88,9.06,0,42.7,48.9,45.8,96.54,Low
81.9,7.9,8.21,8.38,1,47.7,50.0,48.8,79.96,Low
82.1,9.2,10.0,10.0,0,35.2,41.4,38.3,90.73,Low
45.4,4.7,4.55,4.72,0,41.6,47.8,44.7,63.86,Medium
50.2,5.8,4.4,4.58,0,19.3,25.5,22.4,50.69,High
51.3,6.5,4.95,5.12,2,26.5,32.7,29.6,51.83,High
52.3,5.6,8.37,8.54,1,43.6,49.8,46.7,76.37,Low
88.9,6.5,8.54,8.71,0,43.3,49.5,46.4,91.79,Low
71.1,6.3,7.11,7.29,1,36.8,43.0,39.9,77.84,Low
40.7,5.7,3.74,3.92,2,31.4,37.6,34.5,57.26,Medium
91.0,9.7,8.2,8.38,0,44.2,50.0,47.1,93.71,Low
40.4,8.5,7.07,7.24,3,35.9,42.1,39.0,64.67,Medium
80.8,8.1,10.0,10.0,1,47.5,50.0,48.8,88.76,Low
100.0,10.0,8.98,9.16,0,50.0,50.0,50.0,98.34,Low
92.0,8.2,7.48,7.66,2,43.4,49.6,46.5,86.83,Low
94.1,6.8,8.63,8.81,0,26.3,32.5,29.4,89.26,Low
63.2,5.8,5.8,5.97,1,48.1,50.0,49.0,72.54,Medium
41.9,3.1,3.31,3.48,2,14.6,20.8,17.7,43.85,High
65.7,2.1,5.54,5.71,0,39.3,45.5,42.4,71.61,Medium
36.9,5.1,5.44,5.61,1,24.9,31.1,28.0,56.73,Medium
49.8,4.1,3.31,3.48,1,29.1,35.3,32.2,56.81,Medium
89.9,10.0,10.0,10.0,0,43.8,50.0,46.9,97.05,Low
75.8,7.3,7.21,7.39,1,40.7,46.9,43.8,79.6,Low
72.2,5.7,6.6,6.78,1,35.5,41.6,38.5,71.53,Medium
67.8,5.9,7.29,7.46,3,42.4,48.6,45.5,75.08,Low
66.2,3.6,5.12,5.29,1,35.6,41.8,38.7,60.39,Medium
53.7,6.7,7.94,8.12,0,48.8,50.0,49.4,79.58,Low
69.2,7.6,6.23,6.41,1,18.6,24.8,21.7,61.59,Medium
83.4,7.4,9.63,9.81,2,37.9,44.1,41.0,89.28,Low
69.1,7.8,5.85,6.03,2,35.2,41.4,38.3,74.13,Medium
61.2,3.5,4.28,4.45,3,32.7,38.8,35.7,57.02,Medium
60.5,4.1,3.88,4.06,3,28.8,34.9,31.9,54.58,High
37.5,2.8,3.85,4.02,2,14.6,20.8,17.7,45.34,High
67.9,7.7,7.06,7.24,1,32.1,38.3,35.2,77.62,Low
79.4,7.8,8.94,9.12,2,42.7,48.9,45.8,88.04,Low
49.8,5.5,5.88,6.06,3,7.1,13.3,10.2,53.52,High
58.4,8.9,6.91,7.09,0,37.8,44.0,40.9,75.73,Low
44.5,6.4,6.09,6.26,2,32.1,38.3,35.2,61.38,Medium
26.6,5.0,4.6,4.77,3,9.3,15.5,12.4,41.29,High
60.1,3.8,4.91,5.09,3,28.6,34.8,31.7,53.75,High
71.4,6.0,6.9,7.08,0,46.1,50.0,48.0,74.39,Medium
82.6,8.5,7.08,7.26,1,44.6,50.0,47.3,79.29,Low
49.9,2.7,3.71,3.89,1,23.2,29.4,26.3,50.8,High
83.6,7.9,6.65,6.83,0,41.5,47.7,44.6,86.23,Low
82.4,8.7,8.33,8.5,1,48.8,50.0,49.4,88.97,Low
85.9,9.6,8.78,8.95,0,40.0,46.2,43.1,99.5,Low
71.4,6.6,6.29,6.46,1,28.3,34.5,31.4,67.44,Medium
75.1,6.1,4.86,5.04,1,25.6,31.8,28.7,66.51,Medium
40.2,6.4,4.29,4.46,1,34.5,40.7,37.6,62.32,Medium
71.4,6.7,7.78,7.96,3,37.7,43.9,40.8,78.08,Low
79.8,6.1,7.2,7.37,0,28.3,34.5,31.4,80.13,Low
94.2,8.5,7.37,7.55,0,27.6,33.7,30.6,88.28,Low
72.6,7.0,6.6,6.78,1,40.9,47.1,44.0,76.82,Low
79.0,7.6,8.54,8.72,1,37.1,43.3,40.2,90.5,Low
77.2,6.8,8.21,8.39,2,37.1,43.3,40.2,84.21,Low
90.0,10.0,7.43,7.61,2,49.3,50.0,49.7,83.83,Low
79.2,7.7,8.36,8.54,1,32.2,38.4,35.3,83.68,Low
57.6,4.8,6.29,6.47,1,26.8,33.0,29.9,59.33,Medium
49.1,1.3,3.03,3.2,2,17.4,23.6,20.5,46.72,High
100.0,9.4,9.41,9.59,0,49.8,50.0,49.9,99.5,Low
79.8,8.2,7.2,7.38,1,44.9,50.0,47.4,87.71,Low
39.3,5.1,3.0,3.18,3,10.1,16.3,13.2,38.29,High
55.3,5.7,5.74,5.91,1,31.9,38.1,35.0,58.48,Medium
86.7,9.5,8.14,8.32,1,47.8,50.0,48.9,99.28,Low
62.1,7.3,6.82,7.0,1,30.3,36.5,33.4,72.39,Medium
61.2,7.5,4.86,5.04,1,28.7,34.9,31.8,60.79,Medium
81.2,10.0,9.19,9.37,1,48.8,50.0,49.4,97.36,Low
63.2,7.2,6.26,6.44,2,27.5,33.7,30.6,73.84,Medium
43.0,5.2,7.31,7.49,1,31.3,37.5,34.4,66.15,Medium
67.3,5.3,8.31,8.49,0,39.7,45.9,42.8,81.13,Low
75.6,8.4,6.4,6.58,1,30.4,36.6,33.5,75.79,Low
96.3,8.7,8.05,8.23,0,45.2,50.0,47.6,89.27,Low
79.3,10.0,7.91,8.09,0,49.9,50.0,50.0,88.44,Low
64.7,8.9,7.39,7.57,0,37.0,43.2,40.1,87.28,Low
70.8,10.0,6.94,7.11,2,27.7,33.9,30.8,73.91,Medium
80.2,7.2,4.82,4.99,3,31.0,37.2,34.1,61.39,Medium
40.9,7.2,6.6,6.77,1,35.9,42.1,39.0,66.09,Medium
59.8,5.0,7.63,7.81,0,26.9,33.1,30.0,76.59,Low
99.0,7.6,7.42,7.6,2,33.3,39.5,36.4,74.88,Medium
87.0,7.3,8.48,8.65,2,30.7,36.9,33.8,82.47,Low
66.4,8.0,7.94,8.11,1,43.0,49.2,46.1,90.47,Low
68.3,7.0,7.24,7.42,1,35.5,41.7,38.6,83.22,Low
54.9,6.1,5.9,6.08,1,15.6,21.8,18.7,62.67,Medium
77.6,6.8,6.67,6.84,1,37.0,43.2,40.1,81.16,Low
85.9,8.1,6.83,7.0,1,33.4,39.5,36.5,84.06,Low
75.2,3.3,8.7,8.87,0,39.3,45.4,42.3,81.79,Low
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
67.0,7.6,5.95,6.12,0,23.9,30.1,27.0,76.86,Low
68.2,10.0,7.61,7.79,1,32.2,38.4,35.3,75.58,Low
75.8,9.6,8.42,8.6,0,39.3,45.5,42.4,91.02,Low
52.1,9.3,6.57,6.75,3,35.0,41.1,38.1,68.95,Medium
92.1,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
52.6,6.2,5.7,5.88,3,29.5,35.6,32.5,59.16,Medium
61.7,8.1,7.22,7.4,1,33.8,40.0,36.9,76.08,Low
57.6,5.4,4.73,4.91,1,24.8,30.9,27.8,60.33,Medium
50.0,5.1,6.3,6.48,0,48.6,50.0,49.3,75.85,Low
40.8,6.5,7.75,7.92,1,30.7,36.9,33.8,70.93,Medium
71.9,6.7,8.05,8.22,1,37.3,43.5,40.4,79.51,Low
68.7,8.1,5.53,5.71,0,50.0,50.0,50.0,74.53,Medium
83.4,9.0,9.47,9.65,0,47.6,50.0,48.8,94.17,Low
81.6,6.1,6.75,6.92,0,23.5,29.7,26.6,76.01,Low
56.2,5.4,5.34,5.52,1,37.1,43.3,40.2,62.59,Medium
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
74.5,8.6,6.21,6.39,2,43.7,49.9,46.8,77.55,Low
55.3,4.0,6.52,6.69,2,26.4,32.6,29.5,65.53,Medium
47.8,3.8,5.57,5.74,1,25.0,31.2,28.1,55.82,Medium
51.4,6.5,3.16,3.33,2,37.3,43.4,40.3,52.09,High
76.3,6.5,8.55,8.73,0,45.9,50.0,48.0,91.53,Low
63.5,6.9,5.81,5.99,2,37.7,43.9,40.8,68.58,Medium
67.8,9.3,6.52,6.69,0,38.1,44.3,41.2,78.7,Low
57.5,9.0,6.03,6.2,0,30.3,36.5,33.4,74.74,Medium
90.4,9.1,7.93,8.1,2,44.5,50.0,47.2,89.11,Low
57.9,6.4,4.92,5.1,1,35.3,41.4,38.4,60.07,Medium
45.2,8.1,3.3,3.48,1,25.8,32.0,28.9,59.53,Medium
73.3,3.9,8.33,8.5,2,48.5,50.0,49.3,77.13,Low
77.4,7.2,7.6,7.78,0,45.1,50.0,47.5,91.05,Low
65.0,8.6,6.71,6.88,0,38.3,44.5,41.4,73.93,Medium
54.9,5.0,4.41,4.58,0,28.9,35.1,32.0,61.69,Medium
73.3,9.7,8.65,8.82,2,40.7,46.9,43.8,84.26,Low
45.9,5.5,4.37,4.54,1,18.9,25.1,22.0,46.4,High
42.9,6.1,6.03,6.21,2,28.9,35.1,32.0,62.44,Medium
48.4,4.8,4.67,4.85,2,27.5,33.7,30.6,47.81,High
95.8,8.3,8.54,8.71,1,42.1,48.3,45.2,90.07,Low
71.8,7.1,6.88,7.06,0,41.7,47.9,44.8,84.12,Low
100.0,8.2,7.27,7.45,1,39.3,45.5,42.4,84.68,Low
98.1,7.8,8.93,9.1,0,50.0,50.0,50.0,93.27,Low
100.0,10.0,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
46.9,4.8,3.19,3.36,0,20.6,26.8,23.7,50.57,High
74.0,7.1,5.46,5.64,1,18.2,24.3,21.2,64.25,Medium
49.7,4.2,6.55,6.73,1,41.3,47.5,44.4,72.13,Medium
27.9,3.0,3.86,4.03,4,25.8,32.0,28.9,35.06,High
45.2,5.0,4.96,5.14,2,24.3,30.5,27.4,52.37,High
68.5,10.0,5.43,5.61,0,29.1,35.2,32.1,76.67,Low
48.8,6.5,3.78,3.96,4,20.2,26.4,23.3,42.05,High
76.5,6.6,7.6,7.78,0,47.7,50.0,48.8,90.83,Low
82.1,7.5,6.4,6.57,1,44.1,50.0,47.1,78.96,Low
80.0,8.6,6.52,6.7,2,41.2,47.4,44.3,80.83,Low
84.6,5.7,8.85,9.03,0,37.6,43.7,40.7,90.5,Low
68.9,9.7,8.65,8.83,1,43.5,49.6,46.5,86.68,Low
50.7,5.9,4.43,4.6,1,31.3,37.5,34.4,57.51,Medium
100.0,10.0,9.08,9.25,0,50.0,50.0,50.0,99.5,Low
73.0,7.2,7.73,7.91,0,38.4,44.5,41.4,85.14,Low
30.1,5.2,3.38,3.55,1,15.1,21.3,18.2,40.98,High
44.7,4.0,6.45,6.62,1,27.2,33.4,30.3,57.24,Medium
31.9,1.5,4.4,4.57,4,20.6,26.8,23.7,43.77,High
61.2,7.3,7.1,7.27,1,38.4,44.5,41.5,72.63,Medium
53.1,3.7,5.67,5.85,0,28.6,34.8,31.7,64.39,Medium
45.0,5.6,6.45,6.62,1,35.0,41.2,38.1,65.14,Medium
100.0,10.0,9.07,9.25,0,44.7,50.0,47.4,98.61,Low
71.4,8.5,8.91,9.08,1,34.7,40.8,37.7,89.5,Low
91.4,9.5,8.41,8.59,0,36.5,42.6,39.6,91.34,Low
55.1,6.1,4.47,4.65,0,18.6,24.8,21.7,57.67,Medium
53.7,8.5,5.83,6.0,1,32.6,38.8,35.7,67.46,Medium
61.2,6.0,8.88,9.06,1,27.5,33.7,30.6,74.89,Medium
69.7,7.7,6.9,7.07,2,30.6,36.8,33.7,69.73,Medium
40.1,3.0,4.14,4.32,4,27.0,33.2,30.1,41.79,High
72.1,7.8,6.1,6.28,0,28.5,34.7,31.6,79.95,Low
67.3,6.7,6.9,7.08,0,32.8,39.0,35.9,78.41,Low
75.1,8.8,5.08,5.25,1,25.1,31.3,28.2,67.68,Medium
54.3,4.7,5.42,5.59,1,32.9,39.1,36.0,66.04,Medium
66.8,7.9,5.92,6.1,1,35.3,41.5,38.4,66.46,Medium
60.1,7.3,8.12,8.29,1,37.7,43.8,40.8,83.25,Low
51.4,6.9,5.34,5.51,1,38.5,44.7,41.6,70.66,Medium
81.0,8.6,7.58,7.75,0,39.7,45.8,42.7,93.87,Low
93.6,9.0,9.8,9.97,2,39.5,45.7,42.6,96.27,Low
68.7,6.8,6.08,6.26,3,25.8,32.0,28.9,65.48,Medium
64.5,5.7,5.87,6.05,2,39.2,45.3,42.2,72.08,Medium
72.0,6.6,6.79,6.97,0,43.1,49.3,46.2,77.54,Low
70.3,7.4,7.0,7.17,2,34.3,40.5,37.4,72.06,Medium
66.1,3.7,4.42,4.59,2,30.6,36.8,33.7,57.33,Medium
85.7,9.3,7.58,7.75,1,38.6,44.8,41.7,90.12,Low
79.0,6.7,7.57,7.75,0,34.4,40.6,37.5,78.69,Low
100.0,8.7,9.1,9.28,1,46.2,50.0,48.1,92.18,Low
89.4,10.0,9.11,9.29,0,46.2,50.0,48.1,97.84,Low
47.4,6.5,4.9,5.07,1,20.0,26.1,23.1,59.65,Medium
84.6,4.3,6.42,6.59,2,23.8,29.9,26.9,65.3,Medium
76.9,6.7,6.78,6.95,0,23.1,29.3,26.2,76.97,Low
62.8,7.3,6.16,6.33,0,30.6,36.7,33.7,76.87,Low
59.8,5.8,4.74,4.92,1,27.9,34.1,31.0,65.42,Medium
44.3,6.2,4.35,4.53,4,15.2,21.4,18.3,46.54,High
42.1,5.8,7.92,8.09,0,39.3,45.5,42.4,74.2,Medium
45.9,2.6,5.61,5.79,1,27.0,33.2,30.1,63.01,Medium
69.0,8.1,6.4,6.57,1,38.8,44.9,41.9,75.68,Low
50.9,4.7,5.34,5.52,1,26.0,32.2,29.1,62.63,Medium
51.8,2.5,3.09,3.26,2,19.1,25.3,22.2,51.02,High
83.3,7.0,7.07,7.25,0,36.8,43.0,39.9,84.86,Low
67.4,8.8,6.7,6.87,0,26.4,32.6,29.5,72.12,Medium
67.3,6.0,6.94,7.12,2,42.7,48.9,45.8,69.23,Medium
100.0,10.0,9.84,10.0,0,46.0,50.0,48.0,99.5,Low
69.4,6.1,6.9,7.08,1,42.8,49.0,45.9,78.95,Low
74.7,7.7,8.52,8.69,0,35.8,41.9,38.8,87.22,Low
46.8,3.3,5.95,6.13,0,32.3,38.5,35.4,70.95,Medium
68.5,4.7,3.78,3.95,1,15.2,21.4,18.3,55.98,Medium
72.5,9.3,9.02,9.2,0,42.7,48.9,45.8,89.91,Low
48.4,3.1,4.79,4.96,2,28.8,35.0,31.9,49.42,High
50.2,9.0,5.75,5.93,0,33.3,39.5,36.4,74.68,Medium
59.5,6.0,6.86,7.04,1,45.3,50.0,47.7,74.43,Medium
75.5,6.0,6.73,6.91,0,33.5,39.7,36.6,71.28,Medium
60.8,6.6,5.75,5.92,3,39.2,45.4,42.3,64.99,Medium
62.3,8.8,5.74,5.92,1,29.4,35.6,32.5,66.09,Medium
86.2,10.0,10.0,10.0,0,50.0,50.0,50.0,98.2,Low
